model,dataset,question_id,signal,n_runs,std_across_runs,range_across_runs
llama,humaneval,he_0137,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0138,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0139,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0140,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0141,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
llama,humaneval,he_0142,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0143,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0144,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0145,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0146,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0147,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0148,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0149,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
llama,humaneval,he_0150,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0151,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0152,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0153,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0154,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0155,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
llama,humaneval,he_0156,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
llama,humaneval,he_0157,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0158,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0159,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0160,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
llama,humaneval,he_0161,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0162,prompt_surprisal_mean,10,0.0,0.0
llama,humaneval,he_0163,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,gsm8k,gsm8k_0000,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0001,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0002,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0003,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0004,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0005,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0006,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0007,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0008,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0009,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0010,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0011,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0012,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0013,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0014,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0015,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0016,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0017,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0018,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0019,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0020,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0021,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0022,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0023,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0024,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0025,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0026,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0027,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0028,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0029,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0030,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0031,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0032,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0033,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0034,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0035,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0036,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0037,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0038,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0039,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0040,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0041,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0042,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0043,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0044,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0045,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0046,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0047,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0048,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0049,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0050,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0051,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0052,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0053,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0054,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0055,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0056,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0057,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0058,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0059,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0060,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0061,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0062,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0063,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0064,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0065,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0066,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0067,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0068,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0069,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0070,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0071,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0072,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0073,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0074,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0075,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0076,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0077,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0078,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0079,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0080,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0081,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0082,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0083,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0084,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0085,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0086,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0087,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0088,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0089,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0090,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0091,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0092,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0093,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0094,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0095,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0096,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0097,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0098,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0099,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0100,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0101,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0102,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0103,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0104,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0105,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0106,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0107,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0108,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0109,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0110,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0111,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0112,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0113,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0114,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0115,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0116,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0117,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0118,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0119,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0120,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0121,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0122,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0123,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0124,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0125,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0126,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0127,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0128,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0129,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0130,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0131,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0132,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0133,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0134,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0135,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0136,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0137,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0138,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0139,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0140,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0141,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0142,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0143,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0144,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0145,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0146,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0147,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0148,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0149,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0150,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0151,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0152,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0153,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0154,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0155,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0156,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0157,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0158,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0159,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0160,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0161,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0162,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0163,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0164,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0165,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0166,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0167,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,gsm8k,gsm8k_0168,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0169,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0170,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0171,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0172,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0173,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0174,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0175,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0176,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0177,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0178,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0179,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0180,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0181,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0182,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0183,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0184,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0185,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0186,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0187,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0188,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0189,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0190,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,gsm8k,gsm8k_0191,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0192,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0193,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0194,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0195,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0196,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0197,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0198,prompt_surprisal_mean,10,0.0,0.0
mistral7b,gsm8k,gsm8k_0199,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0000,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0001,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0002,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0003,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0004,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0005,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0006,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0007,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0008,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0009,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0010,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0011,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0012,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0013,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0014,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0015,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0016,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0017,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0018,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0019,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0020,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0021,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0022,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0023,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0024,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0025,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0026,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0027,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0028,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0029,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0030,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0031,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0032,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0033,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0034,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0035,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0036,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0037,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0038,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0039,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0040,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0041,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0042,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0043,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0044,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0045,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0046,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0047,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0048,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0049,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0050,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0051,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0052,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0053,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0054,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0055,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0056,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0057,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0058,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0059,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0060,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0061,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0062,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0063,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0064,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0065,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0066,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0067,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0068,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0069,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0070,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0071,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0072,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0073,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0074,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0075,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0076,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0077,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0078,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0079,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0080,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0081,prompt_surprisal_mean,10,2.340555645717801e-16,0.0
mistral7b,humaneval,he_0082,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0083,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0084,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0085,prompt_surprisal_mean,10,9.362222582871203e-16,0.0
mistral7b,humaneval,he_0086,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0087,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0088,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0089,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0090,prompt_surprisal_mean,10,0.0,0.0
mistral7b,humaneval,he_0091,prompt_surprisal_mean,10,4.681111291435602e-16,0.0
mistral7b,humaneval,he_0092,prompt_surprisal_mean,10,0.0,0.0
